event_id,customer_id,product_id,event_type,timestamp
E001781,C000034,P00188,view,2024-02-23T16:12:00
E003276,C000648,P00388,cart,2024-02-23T16:29:00
E001844,C000585,P00416,purchase,2024-02-23T17:52:00
E004225,C000285,P00308,view,2024-02-23T18:12:00
E005728,C000783,P00063,purchase,2024-02-23T18:32:00
E003647,C000245,P00089,view,2024-02-23T18:43:00
E000775,C000510,P00163,purchase,2024-02-23T20:07:00
E002510,C000333,P00311,view,2024-02-23T20:42:00
E000982,C000682,P00392,view,2024-02-23T23:04:00
E005158,C000257,P00400,view,2024-02-24T00:05:00
E003673,C000751,P00158,view,2024-02-24T00:27:00
E000057,C000499,P00182,view,2024-02-24T00:32:00
E001669,C000291,P00450,view,2024-02-24T01:02:00
E002521,C000042,P00005,view,2024-02-24T01:20:00
E005027,C000731,P00146,view,2024-02-24T02:23:00
E000109,C000693,P00402,view,2024-02-24T02:44:00
E004241,C000381,P00161,view,2024-02-24T03:29:00
E000725,C000437,P00370,view,2024-02-24T03:52:00
E001695,C000209,P00348,cart,2024-02-24T04:11:00
E001647,C000559,P00458,view,2024-02-24T04:25:00
E005829,C000081,P00183,view,2024-02-24T04:39:00
E004743,C000322,P00453,cart,2024-02-24T05:29:00
E005665,C000370,P00373,view,2024-02-24T06:02:00
E000433,C000412,P00268,cart,2024-02-24T06:33:00
E000295,C000178,P00001,view,2024-02-24T07:44:00
E003224,C000509,P00323,view,2024-02-24T07:45:00
E003075,C000779,P00374,purchase,2024-02-24T08:50:00
E001222,C000332,P00239,view,2024-02-24T08:54:00
E001399,C000396,P00067,view,2024-02-24T09:07:00
E000561,C000728,P00055,view,2024-02-24T09:19:00
E001283,C000273,P00377,view,2024-02-24T09:19:00
E001585,C000706,P00208,purchase,2024-02-24T09:19:00
E001910,C000692,P00207,cart,2024-02-24T09:26:00
E002189,C000204,P00051,view,2024-02-24T10:09:00
E001656,C000417,P00094,view,2024-02-24T10:15:00
E000580,C000093,P00048,view,2024-02-24T11:18:00
E005072,C000573,P00194,purchase,2024-02-24T12:01:00
E004718,C000092,P00285,view,2024-02-24T13:27:00
E004710,C000113,P00288,view,2024-02-24T13:45:00
E001088,C000358,P00290,view,2024-02-24T15:43:00
E000661,C000489,P00482,cart,2024-02-24T15:52:00
E005375,C000109,P00063,view,2024-02-24T16:25:00
E005478,C000699,P00180,view,2024-02-24T17:02:00
E001729,C000155,P00230,cart,2024-02-24T17:20:00
E005155,C000076,P00416,purchase,2024-02-24T17:50:00
E005080,C000009,P00363,view,2024-02-24T17:58:00
E004309,C000380,P00296,purchase,2024-02-24T18:21:00
E001677,C000153,P00119,cart,2024-02-24T18:21:00
E001265,C000430,P00094,view,2024-02-24T18:25:00
E003266,C000706,P00387,view,2024-02-24T18:29:00
E005956,C000395,P00173,view,2024-02-24T18:43:00
E002076,C000184,P00399,cart,2024-02-24T18:53:00
E001124,C000247,P00062,purchase,2024-02-24T20:13:00
E005493,C000611,P00318,view,2024-02-24T20:42:00
E004492,C000670,P00166,view,2024-02-24T20:43:00
E001874,C000398,P00481,view,2024-02-24T20:54:00
E002178,C000012,P00385,view,2024-02-24T20:55:00
E005377,C000218,P00363,view,2024-02-24T22:10:00
E004364,C000172,P00457,view,2024-02-24T22:11:00
E005189,C000268,P00187,purchase,2024-02-24T22:45:00
E003211,C000753,P00090,purchase,2024-02-24T23:10:00
E002888,C000147,P00211,cart,2024-02-24T23:18:00
E000536,C000404,P00301,purchase,2024-02-24T23:33:00
E002349,C000721,P00099,cart,2024-02-25T00:36:00
E004352,C000084,P00209,view,2024-02-25T00:37:00
E001279,C000660,P00072,cart,2024-02-25T01:05:00
E005166,C000274,P00041,view,2024-02-25T02:35:00
E004277,C000657,P00369,view,2024-02-25T03:59:00
E005969,C000459,P00245,view,2024-02-25T04:20:00
E002512,C000666,P00380,purchase,2024-02-25T04:50:00
E000335,C000055,P00462,view,2024-02-25T08:15:00
E004741,C000023,P00022,view,2024-02-25T08:27:00
E000190,C000463,P00154,view,2024-02-25T08:51:00
E004733,C000064,P00399,view,2024-02-25T08:53:00
E000248,C000285,P00065,view,2024-02-25T08:53:00
E004962,C000315,P00324,view,2024-02-25T09:48:00
E001010,C000358,P00178,purchase,2024-02-25T09:53:00
E001297,C000327,P00179,view,2024-02-25T10:11:00
E002803,C000247,P00167,view,2024-02-25T10:35:00
E002492,C000252,P00254,view,2024-02-25T10:46:00
E004871,C000023,P00312,cart,2024-02-25T11:56:00
E004558,C000743,P00391,purchase,2024-02-25T12:40:00
E002268,C000763,P00208,view,2024-02-25T13:09:00
E002411,C000485,P00139,view,2024-02-25T13:20:00
E003058,C000036,P00271,view,2024-02-25T14:19:00
E004922,C000619,P00068,view,2024-02-25T14:25:00
E001076,C000296,P00182,cart,2024-02-25T14:50:00
E002711,C000554,P00155,cart,2024-02-25T15:39:00
E000539,C000304,P00485,cart,2024-02-25T15:44:00
E003048,C000500,P00230,view,2024-02-25T15:50:00
E000449,C000055,P00182,view,2024-02-25T16:24:00
E004892,C000267,P00194,view,2024-02-25T16:51:00
E005519,C000792,P00016,cart,2024-02-25T17:21:00
E002192,C000737,P00201,view,2024-02-25T17:21:00
E003797,C000464,P00274,view,2024-02-25T17:30:00
E003744,C000049,P00383,purchase,2024-02-25T17:31:00
E000709,C000778,P00465,view,2024-02-25T17:34:00
E001182,C000614,P00218,view,2024-02-25T19:54:00
E000836,C000773,P00187,view,2024-02-25T19:56:00
E004131,C000660,P00128,purchase,2024-02-25T20:02:00
E001377,C000480,P00460,purchase,2024-02-25T20:39:00
E005454,C000305,P00155,cart,2024-02-25T20:48:00
E001948,C000123,P00457,view,2024-02-25T21:04:00
E003151,C000359,P00298,view,2024-02-25T21:17:00
E004995,C000502,P00289,view,2024-02-25T23:31:00
E002014,C000113,P00357,view,2024-02-25T23:58:00
E002018,C000241,P00483,view,2024-02-26T00:26:00
E003692,C000268,P00218,view,2024-02-26T00:32:00
E005863,C000230,P00283,view,2024-02-26T01:47:00
E001932,C000473,P00129,view,2024-02-26T01:55:00
E000485,C000549,P00125,view,2024-02-26T02:31:00
E004418,C000041,P00083,cart,2024-02-26T02:34:00
E004450,C000573,P00496,view,2024-02-26T02:36:00
E001241,C000635,P00305,view,2024-02-26T03:20:00
E004715,C000702,P00466,view,2024-02-26T03:58:00
E004009,C000154,P00244,view,2024-02-26T04:07:00
E005353,C000698,P00217,purchase,2024-02-26T04:52:00
E005452,C000075,P00305,view,2024-02-26T06:06:00
E002247,C000207,P00415,view,2024-02-26T06:53:00
E000729,C000101,P00332,purchase,2024-02-26T07:50:00
E005020,C000625,P00329,view,2024-02-26T08:11:00
E000594,C000203,P00481,purchase,2024-02-26T08:41:00
E005677,C000003,P00252,purchase,2024-02-26T09:04:00
E000548,C000651,P00129,view,2024-02-26T09:05:00
E003269,C000651,P00263,view,2024-02-26T09:07:00
E004444,C000713,P00420,cart,2024-02-26T09:08:00
E000074,C000203,P00265,view,2024-02-26T09:27:00
E001867,C000481,P00151,view,2024-02-26T09:33:00
E004729,C000537,P00414,view,2024-02-26T10:41:00
E000011,C000755,P00151,view,2024-02-26T11:38:00
E000962,C000576,P00491,view,2024-02-26T12:06:00
E001975,C000550,P00399,view,2024-02-26T12:24:00
E003297,C000181,P00266,view,2024-02-26T12:55:00
E005903,C000555,P00381,view,2024-02-26T12:56:00
E000864,C000646,P00319,cart,2024-02-26T13:34:00
E004220,C000762,P00413,view,2024-02-26T13:56:00
E004503,C000399,P00118,purchase,2024-02-26T14:39:00
E000079,C000097,P00297,view,2024-02-26T14:45:00
E000565,C000761,P00379,view,2024-02-26T16:06:00
E001258,C000579,P00151,view,2024-02-26T16:11:00
E003391,C000712,P00036,view,2024-02-26T16:33:00
E005585,C000298,P00106,purchase,2024-02-26T17:44:00
E003629,C000666,P00413,view,2024-02-26T18:14:00
E003176,C000195,P00010,view,2024-02-26T18:16:00
E002289,C000241,P00247,view,2024-02-26T18:47:00
E002441,C000260,P00167,view,2024-02-26T18:50:00
E001070,C000560,P00476,view,2024-02-26T18:54:00
E003476,C000532,P00002,purchase,2024-02-26T19:19:00
E002730,C000159,P00257,cart,2024-02-26T19:28:00
E003742,C000066,P00416,view,2024-02-26T20:05:00
E003331,C000682,P00083,view,2024-02-26T20:53:00
E002093,C000360,P00432,cart,2024-02-26T21:14:00
E001841,C000341,P00233,purchase,2024-02-26T21:42:00
E005458,C000383,P00412,view,2024-02-26T21:52:00
E002792,C000777,P00044,purchase,2024-02-26T21:57:00
E004185,C000361,P00252,purchase,2024-02-26T22:25:00
E004408,C000315,P00082,view,2024-02-27T00:00:00
E002043,C000690,P00364,purchase,2024-02-27T00:03:00
E005915,C000657,P00251,view,2024-02-27T02:10:00
E000420,C000385,P00011,view,2024-02-27T02:19:00
E005816,C000317,P00107,view,2024-02-27T02:41:00
E003251,C000140,P00194,cart,2024-02-27T04:42:00
E005153,C000238,P00360,view,2024-02-27T05:07:00
E001936,C000510,P00387,cart,2024-02-27T05:20:00
E001187,C000709,P00134,view,2024-02-27T05:34:00
E000181,C000203,P00050,purchase,2024-02-27T06:06:00
E001543,C000284,P00381,cart,2024-02-27T06:15:00
E005296,C000398,P00100,purchase,2024-02-27T06:28:00
E001013,C000080,P00015,view,2024-02-27T07:10:00
E005586,C000411,P00063,purchase,2024-02-27T07:23:00
E000383,C000642,P00076,view,2024-02-27T07:58:00
E005040,C000172,P00216,purchase,2024-02-27T08:38:00
E005409,C000133,P00329,view,2024-02-27T08:44:00
E004776,C000379,P00278,view,2024-02-27T08:46:00
E000010,C000304,P00456,view,2024-02-27T08:47:00
E004290,C000278,P00425,view,2024-02-27T08:55:00
E002357,C000097,P00030,view,2024-02-27T10:00:00
E002098,C000063,P00135,view,2024-02-27T10:13:00
E002885,C000335,P00468,cart,2024-02-27T10:46:00
E001764,C000180,P00121,view,2024-02-27T10:53:00
E000207,C000021,P00199,cart,2024-02-27T11:34:00
E003577,C000366,P00478,view,2024-02-27T11:42:00
E005176,C000418,P00315,view,2024-02-27T12:01:00
E000177,C000387,P00453,cart,2024-02-27T12:08:00
E000939,C000348,P00438,cart,2024-02-27T12:30:00
E002082,C000065,P00080,view,2024-02-27T13:16:00
E004955,C000549,P00038,view,2024-02-27T13:22:00
E003134,C000102,P00013,view,2024-02-27T13:48:00
E003113,C000519,P00365,view,2024-02-27T14:20:00
E002276,C000655,P00435,view,2024-02-27T14:47:00
E005427,C000156,P00222,cart,2024-02-27T14:48:00
E001247,C000009,P00077,purchase,2024-02-27T14:58:00
E001871,C000056,P00027,view,2024-02-27T15:09:00
E000206,C000490,P00253,cart,2024-02-27T16:02:00
E000941,C000134,P00001,view,2024-02-27T16:47:00
E001325,C000031,P00000,view,2024-02-27T16:57:00
E002250,C000592,P00154,purchase,2024-02-27T17:02:00
E003967,C000586,P00377,purchase,2024-02-27T17:15:00
E003017,C000411,P00094,view,2024-02-27T18:32:00
E004698,C000595,P00145,view,2024-02-27T19:15:00
E003512,C000799,P00128,cart,2024-02-27T20:18:00
E002633,C000545,P00427,view,2024-02-27T21:21:00
E005797,C000450,P00462,cart,2024-02-27T22:09:00
E005078,C000482,P00394,view,2024-02-27T22:44:00
E000130,C000489,P00082,purchase,2024-02-27T23:42:00
E001250,C000364,P00339,view,2024-02-28T00:29:00
E000483,C000487,P00435,view,2024-02-28T00:31:00
E000435,C000199,P00117,view,2024-02-28T00:38:00
E005708,C000362,P00072,purchase,2024-02-28T00:42:00
E005215,C000515,P00005,cart,2024-02-28T00:57:00
E002784,C000389,P00136,view,2024-02-28T01:31:00
E001278,C000446,P00064,purchase,2024-02-28T03:46:00
E000076,C000258,P00268,purchase,2024-02-28T05:44:00
E000570,C000526,P00023,view,2024-02-28T05:48:00
E001556,C000392,P00442,cart,2024-02-28T06:01:00
E004694,C000211,P00305,purchase,2024-02-28T06:08:00
E000024,C000396,P00294,view,2024-02-28T06:44:00
E003164,C000220,P00366,view,2024-02-28T07:43:00
E000720,C000447,P00040,cart,2024-02-28T08:00:00
E003435,C000699,P00252,purchase,2024-02-28T08:09:00
E000437,C000093,P00173,purchase,2024-02-28T08:33:00
E002011,C000625,P00281,purchase,2024-02-28T08:52:00
E001310,C000022,P00342,view,2024-02-28T08:56:00
E002973,C000293,P00418,cart,2024-02-28T09:57:00
E004320,C000135,P00318,purchase,2024-02-28T10:33:00
E003001,C000599,P00208,purchase,2024-02-28T10:54:00
E000587,C000792,P00056,view,2024-02-28T11:33:00
E002822,C000570,P00020,view,2024-02-28T12:23:00
E004286,C000286,P00184,view,2024-02-28T12:54:00
E000797,C000028,P00392,view,2024-02-28T12:57:00
E003480,C000227,P00489,view,2024-02-28T14:36:00
E000620,C000177,P00074,cart,2024-02-28T14:40:00
E003389,C000206,P00441,view,2024-02-28T15:12:00
E001639,C000761,P00206,purchase,2024-02-28T15:26:00
E002443,C000182,P00043,purchase,2024-02-28T15:34:00
E000927,C000225,P00036,view,2024-02-28T16:15:00
E000749,C000631,P00451,view,2024-02-28T16:43:00
E005551,C000424,P00337,cart,2024-02-28T17:01:00
E004564,C000228,P00426,view,2024-02-28T17:06:00
E004560,C000061,P00484,cart,2024-02-28T17:45:00
E001461,C000640,P00350,view,2024-02-28T18:09:00
E004535,C000070,P00403,cart,2024-02-28T18:18:00
E004435,C000216,P00399,view,2024-02-28T18:25:00
E004317,C000546,P00427,cart,2024-02-28T20:06:00
E002319,C000257,P00241,view,2024-02-28T20:58:00
E005807,C000553,P00026,view,2024-02-28T21:35:00
E005417,C000097,P00138,view,2024-02-28T22:29:00
E000242,C000700,P00399,view,2024-02-28T22:59:00
E004621,C000203,P00232,purchase,2024-02-28T23:15:00
E004274,C000383,P00009,cart,2024-02-28T23:37:00
E005918,C000519,P00329,view,2024-02-28T23:49:00
E004356,C000412,P00253,cart,2024-02-29T00:06:00
E004659,C000294,P00180,view,2024-02-29T00:15:00
E004482,C000131,P00016,cart,2024-02-29T00:29:00
E003966,C000664,P00334,view,2024-02-29T00:35:00
E004709,C000188,P00019,purchase,2024-02-29T00:48:00
E005029,C000485,P00155,view,2024-02-29T00:48:00
E003359,C000740,P00315,view,2024-02-29T01:23:00
E002667,C000690,P00076,cart,2024-02-29T02:37:00
E003501,C000274,P00041,view,2024-02-29T02:55:00
E000633,C000403,P00481,view,2024-02-29T04:34:00
E003361,C000363,P00314,cart,2024-02-29T04:40:00
E002664,C000172,P00284,view,2024-02-29T05:47:00
E000267,C000076,P00096,view,2024-02-29T05:54:00
E005615,C000462,P00042,view,2024-02-29T06:04:00
E003752,C000450,P00331,view,2024-02-29T06:40:00
E001163,C000489,P00482,view,2024-02-29T06:42:00
E002565,C000716,P00018,view,2024-02-29T07:04:00
E004634,C000254,P00402,view,2024-02-29T07:28:00
E005297,C000021,P00333,cart,2024-02-29T08:00:00
E005306,C000787,P00209,view,2024-02-29T08:23:00
E002763,C000406,P00165,view,2024-02-29T10:23:00
E000647,C000193,P00036,view,2024-02-29T10:45:00
E003285,C000649,P00049,cart,2024-02-29T10:52:00
E003799,C000109,P00355,cart,2024-02-29T11:05:00
E004264,C000335,P00320,view,2024-02-29T11:40:00
E005867,C000322,P00203,view,2024-02-29T12:36:00
E000352,C000353,P00052,view,2024-02-29T12:36:00
E001723,C000238,P00169,cart,2024-02-29T12:43:00
E005148,C000114,P00260,view,2024-02-29T13:24:00
E003588,C000101,P00407,view,2024-02-29T14:13:00
E001847,C000627,P00211,view,2024-02-29T14:56:00
E001805,C000000,P00218,view,2024-02-29T15:18:00
E000828,C000329,P00218,view,2024-02-29T16:01:00
E004747,C000161,P00075,view,2024-02-29T16:05:00
E002503,C000439,P00312,view,2024-02-29T17:03:00
E003430,C000369,P00403,view,2024-02-29T17:25:00
E003342,C000138,P00326,view,2024-02-29T17:43:00
E004348,C000118,P00221,view,2024-02-29T17:53:00
E001139,C000364,P00247,view,2024-02-29T19:10:00
E000612,C000110,P00306,view,2024-02-29T19:21:00
E000122,C000740,P00447,view,2024-02-29T19:58:00
E001827,C000056,P00131,view,2024-02-29T20:27:00
E003962,C000279,P00194,purchase,2024-02-29T20:41:00
E005220,C000551,P00264,view,2024-02-29T21:06:00
E004013,C000229,P00160,cart,2024-02-29T21:17:00
E001862,C000249,P00098,purchase,2024-02-29T21:30:00
E005109,C000224,P00028,purchase,2024-02-29T21:33:00
E001692,C000418,P00091,cart,2024-02-29T22:12:00
E001512,C000057,P00374,view,2024-02-29T23:07:00
E002652,C000453,P00490,view,2024-02-29T23:30:00
E000345,C000377,P00171,view,2024-02-29T23:34:00
E004866,C000139,P00396,view,2024-02-29T23:35:00
E004448,C000554,P00247,view,2024-02-29T23:45:00
E001288,C000039,P00463,cart,2024-02-29T23:57:00
E004782,C000559,P00119,view,2024-02-29T23:59:00
E002205,C000699,P00049,purchase,2024-03-01T00:26:00
E001801,C000280,P00340,view,2024-03-01T00:32:00
E004847,C000276,P00074,cart,2024-03-01T00:58:00
E001572,C000223,P00337,purchase,2024-03-01T01:13:00
E000701,C000035,P00473,cart,2024-03-01T01:23:00
E003879,C000344,P00468,view,2024-03-01T01:27:00
E000065,C000705,P00167,view,2024-03-01T02:04:00
E001356,C000308,P00261,view,2024-03-01T02:32:00
E005044,C000663,P00439,cart,2024-03-01T03:48:00
E000967,C000040,P00436,cart,2024-03-01T04:18:00
E000398,C000219,P00132,cart,2024-03-01T04:40:00
E000841,C000706,P00348,cart,2024-03-01T04:50:00
E002253,C000742,P00484,purchase,2024-03-01T05:26:00
E003803,C000461,P00225,view,2024-03-01T05:28:00
E002249,C000490,P00208,view,2024-03-01T05:56:00
E004161,C000045,P00285,purchase,2024-03-01T06:03:00
E000664,C000002,P00249,view,2024-03-01T06:18:00
E004828,C000334,P00019,view,2024-03-01T06:27:00
E000796,C000253,P00308,view,2024-03-01T09:41:00
E001455,C000297,P00221,cart,2024-03-01T10:12:00
E001658,C000358,P00192,view,2024-03-01T10:14:00
E000906,C000633,P00098,view,2024-03-01T10:16:00
E003968,C000158,P00069,view,2024-03-01T10:45:00
E003345,C000523,P00070,view,2024-03-01T11:26:00
E000848,C000160,P00343,view,2024-03-01T12:36:00
E003380,C000640,P00086,view,2024-03-01T12:52:00
E002477,C000506,P00034,purchase,2024-03-01T13:26:00
E001945,C000620,P00412,cart,2024-03-01T13:32:00
E001474,C000782,P00157,view,2024-03-01T14:03:00
E005011,C000348,P00450,cart,2024-03-01T14:45:00
E003277,C000470,P00297,cart,2024-03-01T14:47:00
E000698,C000326,P00188,view,2024-03-01T15:44:00
E004059,C000183,P00289,view,2024-03-01T16:07:00
E002290,C000435,P00285,view,2024-03-01T17:20:00
E001276,C000108,P00211,view,2024-03-01T17:23:00
E000542,C000412,P00254,view,2024-03-01T17:48:00
E003908,C000626,P00140,view,2024-03-01T18:15:00
E003214,C000419,P00213,cart,2024-03-01T18:25:00
E001727,C000320,P00180,view,2024-03-01T18:44:00
E001517,C000499,P00356,view,2024-03-01T19:03:00
E004825,C000396,P00034,purchase,2024-03-01T19:25:00
E000325,C000171,P00445,purchase,2024-03-01T20:15:00
E002513,C000092,P00045,view,2024-03-01T20:21:00
E005307,C000758,P00221,purchase,2024-03-01T21:04:00
E002948,C000441,P00337,view,2024-03-01T22:26:00
E004695,C000294,P00464,view,2024-03-01T22:55:00
E002528,C000138,P00064,view,2024-03-01T23:23:00
E003443,C000572,P00389,cart,2024-03-01T23:46:00
E003244,C000220,P00062,purchase,2024-03-02T00:15:00
E004819,C000181,P00436,view,2024-03-02T00:28:00
E001760,C000692,P00060,cart,2024-03-02T00:43:00
E000704,C000006,P00381,cart,2024-03-02T01:18:00
E000396,C000711,P00489,cart,2024-03-02T01:54:00
E004677,C000381,P00299,view,2024-03-02T03:02:00
E004033,C000723,P00114,view,2024-03-02T03:02:00
E005928,C000066,P00349,view,2024-03-02T03:02:00
E000844,C000045,P00249,view,2024-03-02T03:15:00
E000615,C000115,P00490,cart,2024-03-02T03:27:00
E001398,C000152,P00136,view,2024-03-02T03:28:00
E000012,C000398,P00196,view,2024-03-02T04:20:00
E000972,C000609,P00476,view,2024-03-02T05:26:00
E003120,C000757,P00234,view,2024-03-02T05:55:00
E005945,C000383,P00093,view,2024-03-02T07:00:00
E002433,C000681,P00154,view,2024-03-02T07:36:00
E003739,C000456,P00089,purchase,2024-03-02T07:53:00
E000377,C000542,P00150,purchase,2024-03-02T08:06:00
E000820,C000139,P00451,purchase,2024-03-02T08:10:00
E003360,C000182,P00204,view,2024-03-02T08:17:00
E001530,C000045,P00187,view,2024-03-02T09:30:00
E005300,C000350,P00231,view,2024-03-02T09:55:00
E001383,C000350,P00057,view,2024-03-02T10:16:00
E005548,C000288,P00127,view,2024-03-02T10:37:00
E001563,C000338,P00036,view,2024-03-02T10:55:00
E004302,C000051,P00077,view,2024-03-02T11:24:00
E002275,C000325,P00370,view,2024-03-02T11:30:00
E002912,C000504,P00362,cart,2024-03-02T12:23:00
E003047,C000739,P00019,view,2024-03-02T12:30:00
E000260,C000495,P00018,view,2024-03-02T12:54:00
E002429,C000183,P00272,purchase,2024-03-02T13:45:00
E005257,C000533,P00028,view,2024-03-02T13:59:00
E005528,C000540,P00186,purchase,2024-03-02T14:06:00
E001048,C000331,P00180,view,2024-03-02T14:15:00
E005345,C000068,P00307,view,2024-03-02T15:03:00
E000925,C000016,P00231,view,2024-03-02T15:05:00
E003953,C000648,P00041,view,2024-03-02T15:16:00
E000056,C000323,P00368,cart,2024-03-02T15:18:00
E004386,C000417,P00229,view,2024-03-02T16:54:00
E003399,C000656,P00126,view,2024-03-02T16:56:00
E002669,C000198,P00283,view,2024-03-02T18:02:00
E001919,C000606,P00211,view,2024-03-02T18:43:00
E000956,C000400,P00415,view,2024-03-02T20:09:00
E004491,C000499,P00288,view,2024-03-02T20:33:00
E001172,C000455,P00161,view,2024-03-02T21:07:00
E004168,C000533,P00135,view,2024-03-02T21:10:00
E005740,C000295,P00172,view,2024-03-03T00:02:00
E000943,C000674,P00126,view,2024-03-03T00:04:00
E002060,C000294,P00065,cart,2024-03-03T00:27:00
E003382,C000453,P00496,view,2024-03-03T00:50:00
E002419,C000028,P00074,view,2024-03-03T00:58:00
E002501,C000488,P00455,view,2024-03-03T01:34:00
E005053,C000634,P00103,view,2024-03-03T01:39:00
E001567,C000182,P00140,view,2024-03-03T02:15:00
E005811,C000621,P00229,view,2024-03-03T02:38:00
E002830,C000778,P00040,view,2024-03-03T02:52:00
E003856,C000284,P00093,purchase,2024-03-03T03:09:00
E001940,C000659,P00231,view,2024-03-03T03:52:00
E000154,C000461,P00053,view,2024-03-03T03:53:00
E004370,C000190,P00117,view,2024-03-03T04:15:00
E000896,C000613,P00257,cart,2024-03-03T04:21:00
E000520,C000220,P00254,cart,2024-03-03T04:42:00
E005271,C000118,P00107,view,2024-03-03T05:25:00
E005467,C000522,P00448,view,2024-03-03T05:57:00
E005163,C000367,P00251,view,2024-03-03T06:26:00
E002983,C000479,P00244,view,2024-03-03T07:13:00
E005129,C000726,P00223,view,2024-03-03T08:01:00
E005411,C000152,P00445,cart,2024-03-03T08:15:00
E000234,C000288,P00259,view,2024-03-03T08:23:00
E003509,C000107,P00185,view,2024-03-03T08:37:00
E005142,C000512,P00020,purchase,2024-03-03T08:56:00
E002908,C000765,P00089,view,2024-03-03T08:59:00
E003902,C000741,P00478,view,2024-03-03T09:56:00
E002629,C000339,P00258,view,2024-03-03T11:37:00
E005384,C000071,P00071,view,2024-03-03T13:30:00
E000572,C000650,P00257,view,2024-03-03T13:31:00
E003965,C000350,P00049,view,2024-03-03T14:18:00
E004479,C000627,P00020,cart,2024-03-03T14:33:00
E002931,C000306,P00022,purchase,2024-03-03T15:40:00
E001224,C000366,P00201,cart,2024-03-03T16:02:00
E001407,C000177,P00399,view,2024-03-03T16:31:00
E005579,C000259,P00331,view,2024-03-03T17:01:00
E004594,C000270,P00095,view,2024-03-03T17:49:00
E003438,C000501,P00495,view,2024-03-03T17:58:00
E004673,C000524,P00266,view,2024-03-03T18:00:00
E002502,C000038,P00138,view,2024-03-03T18:38:00
E001842,C000589,P00319,view,2024-03-03T19:35:00
E003010,C000256,P00168,view,2024-03-03T19:50:00
E005509,C000553,P00135,cart,2024-03-03T20:18:00
E001064,C000117,P00472,cart,2024-03-03T20:38:00
E001211,C000363,P00355,view,2024-03-03T20:43:00
E001411,C000420,P00029,view,2024-03-03T21:23:00
E005629,C000584,P00163,purchase,2024-03-03T21:28:00
E003537,C000691,P00166,purchase,2024-03-03T21:41:00
E004054,C000078,P00137,view,2024-03-03T22:11:00
E005303,C000113,P00422,view,2024-03-03T22:28:00
E000581,C000032,P00349,view,2024-03-03T23:42:00
E002742,C000130,P00445,view,2024-03-04T00:27:00
E003242,C000165,P00126,view,2024-03-04T00:54:00
E002304,C000185,P00070,view,2024-03-04T01:59:00
E004886,C000790,P00359,view,2024-03-04T02:30:00
E004651,C000342,P00036,view,2024-03-04T03:02:00
E003688,C000768,P00419,view,2024-03-04T03:05:00
E000928,C000540,P00084,view,2024-03-04T03:16:00
E003109,C000685,P00361,view,2024-03-04T03:49:00
E005617,C000174,P00364,view,2024-03-04T04:17:00
E003822,C000452,P00231,view,2024-03-04T04:32:00
E004876,C000578,P00199,purchase,2024-03-04T07:13:00
E001962,C000016,P00413,view,2024-03-04T07:36:00
E000816,C000711,P00140,view,2024-03-04T07:40:00
E000213,C000776,P00344,view,2024-03-04T07:49:00
E000680,C000384,P00067,view,2024-03-04T07:55:00
E004858,C000150,P00072,view,2024-03-04T08:16:00
E004679,C000021,P00364,purchase,2024-03-04T09:09:00
E000308,C000760,P00065,cart,2024-03-04T09:37:00
E003543,C000487,P00450,view,2024-03-04T10:31:00
E004791,C000467,P00385,view,2024-03-04T10:35:00
E002242,C000509,P00412,view,2024-03-04T12:18:00
E001966,C000345,P00180,purchase,2024-03-04T12:24:00
E005678,C000493,P00152,view,2024-03-04T12:35:00
E004167,C000040,P00270,view,2024-03-04T12:35:00
E004723,C000569,P00065,view,2024-03-04T12:52:00
E003216,C000136,P00006,cart,2024-03-04T13:51:00
E005686,C000559,P00173,view,2024-03-04T14:33:00
E004804,C000078,P00491,view,2024-03-04T14:37:00
E005601,C000074,P00131,cart,2024-03-04T15:05:00
E003496,C000181,P00129,cart,2024-03-04T15:28:00
E001843,C000789,P00079,view,2024-03-04T15:44:00
E001104,C000790,P00308,cart,2024-03-04T15:48:00
E005318,C000714,P00025,cart,2024-03-04T16:10:00
E001718,C000316,P00008,purchase,2024-03-04T17:01:00
E000716,C000436,P00131,view,2024-03-04T17:16:00
E000827,C000246,P00020,cart,2024-03-04T17:18:00
E005434,C000777,P00086,view,2024-03-04T17:36:00
E002569,C000342,P00265,view,2024-03-04T18:30:00
E001389,C000044,P00498,view,2024-03-04T18:32:00
E005171,C000236,P00057,purchase,2024-03-04T19:16:00
E005696,C000761,P00294,cart,2024-03-04T19:27:00
E000899,C000484,P00106,view,2024-03-04T19:29:00
E004951,C000297,P00256,purchase,2024-03-04T20:58:00
E002539,C000743,P00072,view,2024-03-04T21:07:00
E005460,C000650,P00176,view,2024-03-04T21:08:00
E004451,C000488,P00094,view,2024-03-04T21:19:00
E004946,C000611,P00211,cart,2024-03-04T21:28:00
E004205,C000511,P00085,view,2024-03-04T21:46:00
E000937,C000028,P00028,view,2024-03-04T21:50:00
E000959,C000488,P00485,view,2024-03-04T22:13:00
E001024,C000514,P00080,view,2024-03-04T22:16:00
E002229,C000082,P00113,view,2024-03-04T22:29:00
E002040,C000524,P00365,cart,2024-03-04T22:32:00
E005922,C000108,P00227,purchase,2024-03-04T22:53:00
E003165,C000604,P00441,cart,2024-03-04T23:59:00
E003605,C000485,P00028,view,2024-03-05T00:29:00
E000385,C000703,P00250,purchase,2024-03-05T00:36:00
